primaryTitle,startYear,revenue
Anywhere But Here,1999,18653615
Haywire,2011,33372606
Jaws: The Revenge,1987,51881013
The End of the Affair,1999,10827816
Harley Davidson and the Marlboro Man,1991,7434726
In the Valley of Elah,2007,29541790
Cheri,2009,9366227
Vanity Fair,2004,16123851
Bodyguards and Assassins,2009,5837674
1408,2007,94679598
Spaceballs,1987,38119483
The Water Diviner,2014,15520023
Ghost,1990,505000000
There's Something About Mary,1998,369884651
The Santa Clause,1994,189833357
The Rookie,2002,75597042
The Game Plan,2007,147880543
The Bridges of Madison County,1995,182016617
The Animal,2001,84772742
Gandhi,1982,77737889
The Hundred-Foot Journey,2014,88880821
The Net,1995,110627965
I Am Sam,2001,92542418
Son of God,2014,67800064
Underworld,2003,95708457
Derailed,2005,57479076
The Informant!,2009,35424826
Deuce Bigalow: European Gigolo,2005,22400154
Delivery Man,2013,51164106
Our Kind of Traitor,2016,9930095
Saving Silverman,2001,19351569
Diary of a Wimpy Kid: Dog Days,2012,77112176
Jay and Silent Bob Strike Back,2001,33788161
The Glass House,2001,23619609
"Hail, Caesar!",2016,63647656
Homefront,2013,43058898
The Little Vampire,2000,13555988
RoboCop 3,1993,10696210
The Transporter Refueled,2015,72629670
Black Book,2006,26193068
Joyeux Noël,2005,17709155
Hit & Run,2012,14400000
Before I Go to Sleep,2014,15447154
Sorcerer,1977,12000000
Stone,2010,9479718
Out of the Furnace,2013,15400000
Michael Clayton,2007,92991835
Underdogs,2013,24000000
To Rome with Love,2012,73244881
Firefox,1982,70687344
Death at a Funeral,2007,46
Teenage Mutant Ninja Turtles III,1993,42000000
Hardball,2001,40222729
Silver Linings Playbook,2012,205738714
Freedom Writers,2007,41170784
For Colored Girls,2010,37000000
The Transporter,2002,43928932
Never Back Down,2008,41627431
The Rage: Carrie 2,1999,17762705
Away We Go,2009,14899417
Swing Vote,2008,17600000
Moonlight Mile,2002,10011050
The Beaver,2011,970816
The Best Little Whorehouse in Texas,1982,69701637
eXistenZ,1999,2856712
Raiders of the Lost Ark,1981,389925971
Home Alone 2: Lost in New York,1992,358991681
Close Encounters of the Third Kind,1977,303788635
Pulse,2006,29907685
Beverly Hills Cop II,1987,299965036
Bringing Down the House,2003,132675402
The Silence of the Lambs,1991,272742922
Wayne's World,1992,121697323
Jackass 3D,2010,117224271
Jaws 2,1978,187884007
Beverly Hills Chihuahua,2008,149281606
The Conjuring,2013,318000141
Are We There Yet?,2005,97918663
Tammy,2014,100525432
School of Rock,2003,131282949
Mortal Kombat,1995,122195920
White Chicks,2004,113086475
The Descendants,2011,177243185
12 Years a Slave,2013,187000000
Drumline,2002,57588485
Why Did I Get Married Too?,2010,60072596
Edward Scissorhands,1990,53000000
Me Before You,2016,207945075
The French Connection,1971,41158757
Bad Moms,2016,183936074
Date Movie,2006,48548426
Return to Never Land,2002,109862682
Selma,2014,66787908
The Jungle Book 2,2003,135680000
Boogeyman,2005,67192859
Premonition,2007,84146832
The Tigger Movie,2000,45554533
Orphan,2009,41596251
Max,2015,43967255
Epic Movie,2007,86865564
Spotlight,2015,88346473
Lakeview Terrace,2008,27640028
The Grudge 2,2006,39143839
How Stella Got Her Groove Back,1998,37672350
Man of the Year,2006,41237648
The Black Hole,1979,35841901
The American,2010,65464324
Selena,1997,60000000
Vampires Suck,2010,80547866
Babel,2006,135330182
This Is Where I Leave You,2014,41296320
Doubt,2008,50907234
Team America: World Police,2004,50907422
Texas Chainsaw 3D,2013,47241945
Scary Movie 5,2013,78378744
Paint Your Wagon,1969,31678778
Milk,2008,54586584
Risen,2016,46069568
Ghost Ship,2002,68349884
A Very Harold & Kumar Christmas,2011,35387212
Wild Things,1998,67200000
The Debt,2010,45636368
High Fidelity,2000,47126295
The Bank Job,2008,64822796
Eternal Sunshine of the Spotless Mind,2004,72258126
You Again,2010,32005248
Street Kings,2008,65569869
The World's End,2013,46089287
Daybreakers,2009,51416464
She's Out of My League,2010,49779728
Monte Carlo,2011,17425000
Stay Alive,2006,27105095
Alpha and Omega,2010,39300000
The Covenant,2006,37597471
Shorts,2009,28972508
To Die For,1995,21284514
Nerve,2016,83707310
Appaloosa,2008,20211394
Psycho,1960,32000000
My Best Friend's Girl,2008,36620508
Endless Love,2014,34077920
Under the Rainbow,1981,2297493
Ladyhawke,1985,18432000
Simon Birch,1998,18253415
Reign Over Me,2007,22222308
Into the Wild,2007,56255142
School for Scoundrels,2006,17807569
Silent Hill: Revelation 3D,2012,52302796
From Dusk Till Dawn,1996,25836616
Home for the Holidays,1995,17519169
Kung Fu Hustle,2004,100914445
The Kite Runner,2007,73276047
21 Grams,2003,60427839
Paparazzi,2004,16605763
A Guy Thing,2003,17432163
Capitalism: A Love Story,2009,17436509
The Greatest Story Ever Told,1965,15473333
Secret in Their Eyes,2015,34854990
Disaster Movie,2008,14109284
Armored,2009,22942221
The Man Who Knew Too Little,1997,13801755
What's Your Number?,2011,30426096
Lockout,2012,32204030
Crank: High Voltage,2009,34560577
One Night with the King,2006,13391174
The Quiet American,2002,27674124
The Weather Man,2005,12482775
Undisputed,2002,12398628
12 Rounds,2009,17280326
Let Me In,2010,24145613
Triple 9,2016,12639297
Deconstructing Harry,1997,10686841
Burnt,2015,36606743
Death Sentence,2007,16974459
Superbabies: Baby Geniuses 2,2004,9109322
The Man,2005,12382362
Code Name: The Cleaner,2007,10337477
Connie and Carla,2004,11341016
Sweet Charity,1969,20000000
Inherent Vice,2014,11110975
Battle of the Year,2013,16549477
An American Carol,2008,7000000
Machete Kills,2013,15008161
Strange Wilderness,2008,6575282
Little Boy,2015,6420319
A Dangerous Method,2011,27462041
A Scanner Darkly,2006,7659918
Alone in the Dark,2005,10442808
Bandslam,2009,5210988
A Most Violent Year,2014,12007070
I'm Not There.,2007,4001121
The Cold Light of Day,2012,16863583
The Brothers Bloom,2008,5530764
Princess Mononoke,1997,159375308
The Proposition,2005,5048693
Marci X,2003,1675706
Equilibrium,2002,5359645
The Children of Huang Shi,2008,7400000
By the Sea,2015,3727746
Rapa Nui,1994,305070
CJ7,2008,47301471
Dylan Dog: Dead of Night,2011,4634062
The Tempest,2010,346594
Regression,2015,17671101
The Frozen Ground,2013,5496951
Dances with Wolves,1990,424208848
Bad Teacher,2011,216197492
Sea of Love,1989,110879513
A Cinderella Story,2004,70067909
Scream,1996,173046663
The Shining,1980,44017374
Back to the Future,1985,381109762
House on Haunted Hill,1999,40846082
The Switch,2010,49830607
Just Married,2003,101564935
The Devil's Double,2011,5728213
The Crazies,2010,54956140
Spirited Away,2001,274925095
The Bounty,1984,8613462
The Book Thief,2013,76586316
Sex Drive,2008,18755936
Leap Year,2010,29922472
The Fall of the Roman Empire,1964,4750000
Take Me Home Tonight,2011,6928068
Won't Back Down,2012,5310554
The Nutcracker,1993,2119994
The Amityville Horror,2005,108047131
Adaptation.,2002,32801173
Land of the Dead,2005,46770602
Fear and Loathing in Las Vegas,1998,10680275
The Invention of Lying,2009,31912793
Neighbors,2014,268157400
The Mask,1994,351583407
Big,1988,151668774
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,261572744
Legally Blonde,2001,141774679
Star Trek III: The Search for Spock,1984,87000000
The Exorcism of Emily Rose,2005,144216468
Deuce Bigalow: Male Gigolo,1999,65535067
Left Behind,2014,19682924
Barbershop 2:  Back in Business,2004,65070412
Bad Santa,2003,76488889
Austin Powers: International Man of Mystery,1997,67683989
My Big Fat Greek Wedding 2,2016,88923251
Diary of a Wimpy Kid: Rodrick Rules,2011,72417394
Predator,1987,98235548
Amadeus,1984,51973029
Prom Night,2008,14796236
Mean Girls,2004,129042871
Gosford Park,2001,87754044
Peggy Sue Got Married,1986,41382841
Birdman,2014,103215094
Blue Jasmine,2013,99206215
United 93,2006,76286096
Honey,2003,62646763
The Fog,1980,21378361
Soul Surfer,2011,47088990
Catch-22,1970,24911670
Observe and Report,2009,24007324
Conan the Destroyer,1984,100000000
Raging Bull,1980,23000000
Love Happens,2009,36133014
127 Hours,2010,35692920
Center Stage,2000,17200925
Love the Coopers,2015,24000000
Catch That Kid,2004,16702864
Steve Jobs,2015,34441873
The Legend of the Lone Ranger,1981,2945600
The Tailor of Panama,2001,28008462
Blow Out,1981,12000000
Getaway,2013,10501938
The Ice Storm,1997,8038061
And So It Goes,2014,25312387
Nine 1/2 Weeks,1986,6735922
Dragonslayer,1981,14110013
Ed Wood,1994,5887457
Labor Day,2013,20275812
Mongol: The Rise of Genghis Khan,2007,26527510
RockNRolla,2008,25739015
Mao's Last Dancer,2009,20719451
Midnight Special,2016,6212282
The Railway Man,2013,22309223
The Wraith,1986,3500000
Salton Sea,2002,676698
Metallica: Through the Never,2013,7972967
The Informers,2008,382174
Carlos,2010,871279
Day of the Dead,1985,34000000
Renaissance,2006,1831348
Red Sonja,1985,6948633
Red Lights,2012,13551174
Superbad,2007,121463226
Madea Goes to Jail,2009,90508336
Step Up 2: The Streets,2008,150816700
Hoodwinked!,2005,51053787
Hotel Rwanda,2004,38000000
Hitman,2007,99965753
Black Nativity,2013,7018189
The Prince,2014,266586800
Aliens,1986,183316455
My Fair Lady,1964,72070731
I Know What You Did Last Summer,1997,125586134
Let's Be Cops,2014,136621271
Sideways,2004,109502303
Beerfest,2006,19179969
Halloween,1978,70000000
The Best Man Holiday,2013,71625195
Smokin' Aces,2006,57103895
Saw: The Final Chapter,2010,136150434
A Night at the Roxbury,1998,30331165
Beastly,2011,43165571
The Hills Have Eyes,2006,69623713
"McFarland, USA",2015,45710059
ATL,2006,21170563
Pitch Perfect,2012,115350426
Summer Catch,2001,19693891
Brooklyn's Finest,2009,29536299
55 Days at Peking,1963,10000000
Evil Dead,2013,97542952
My Life in Ruins,2009,20455276
American Dreamz,2006,7314027
Superman IV: The Quest for Peace,1987,19300000
Running Scared,2006,9500000
The Illusionist,2006,86915017
Roar,1981,2000000
Veronica Guerin,2003,1569918
Escobar: Paradise Lost,2014,3758328
Southland Tales,2006,374743
Damnation Alley,1977,8720000
The Apparition,2012,9627492
Fur: An Imaginary Portrait of Diane Arbus,2006,2281089
Wall Street,1987,43848069
Sense and Sensibility,1995,135000000
Becoming Jane,2007,37311672
Sydney White,2007,13620075
House of Sand and Fog,2003,16942795
Dead Poets Society,1989,235860116
Dumb and Dumber,1994,247275374
When Harry Met Sally...,1989,92823546
The Verdict,1982,53977250
Road Trip,2000,119754278
The Artist,2011,133432856
The Unborn,2009,76514050
Moonrise Kingdom,2012,68263166
The Young Messiah,2016,6490401
Pan's Labyrinth,2006,83258226
Baby Boy,2001,29381649
The Roommate,2011,40492759
Joe Dirt,2001,30987695
Double Impact,1991,30102717
Hot Fuzz,2007,80573774
The Women,2008,50007546
Vicky Cristina Barcelona,2008,96408652
Boys and Girls,2000,20627372
Jennifer's Body,2009,31556061
Drowning Mona,2000,15427192
My Stepmother is an Alien,1988,13854000
Philadelphia,1993,206678440
The Thirteenth Floor,1999,18564088
The Cookout,2004,12
Detroit Rock City,1999,4217115
Highlander,1986,5900000
Things We Lost in the Fire,2007,2849142
Steel,1997,1686429
The Immigrant,2013,5867686
Trance,2013,24261569
Soul Plane,2004,14822346
Welcome to the Sticks,2008,53191886
Enter the Void,2009,754249
Hachi: A Dog's Tale,2009,47801389
The Homesman,2014,3442853
Slow Burn,2005,1237615
Beverly Hills Cop,1984,316360478
Home Alone,1990,476684675
Tootsie,1982,177200000
Top Gun,1986,356830601
"Crouching Tiger, Hidden Dragon",2000,213525736
American Beauty,1999,356296601
The King's Speech,2010,414211549
Twins,1988,216614388
The Yellow Handkerchief,2008,317000
The Color Purple,1985,146292009
Tidal Wave,2009,11301649
The Imitation Game,2014,233555708
Coal Miner's Daughter,1980,67182787
Diary of a Wimpy Kid,2010,75700498
Mama,2013,146497771
National Lampoon's Vacation,1983,61399552
Bad Grandpa,2013,151831537
The Queen,2006,123384128
Beetlejuice,1988,73326666
Why Did I Get Married?,2007,55184721
The Woman in Black,2012,127730736
When a Stranger Calls,2006,66966987
Big Fat Liar,2002,52970014
The Deer Hunter,1978,50000000
Wag the Dog,1997,64256513
The Lizzie McGuire Movie,2003,55534455
Snitch,2013,42930462
Krampus,2015,61548707
The Faculty,1998,40283321
Cop Land,1997,44862187
Not Another Teen Movie,2001,66468332
End of Watch,2012,48126384
The Skulls,2000,35007180
The Theory of Everything,2014,123726688
Where the Heart Is,2000,33771174
Lawrence of Arabia,1962,69995385
Halloween II,2009,39421467
Wild,2014,52501541
The Last House on the Left,2009,32721635
The Wedding Date,2005,47175038
Halloween: Resurrection,2002,37664855
The Princess Bride,1987,30857814
The Great Debaters,2007,30226144
Drive,2011,78054825
Confessions of a Teenage Drama Queen,2004,29331068
The Object of My Affection,1998,46905889
28 Weeks Later,2007,64238440
When the Game Stands Tall,2014,30127963
Because of Winn-Dixie,2005,32645546
Love & Basketball,2000,27728118
Grosse Pointe Blank,1997,28084357
All About Steve,2009,40105542
The Craft,1996,24769466
Match Point,2005,85306374
The Remains of the Day,1993,23237911
Boogie Nights,1997,43101594
Flicka,2006,21000000
Urban Legends: Final Cut,2000,38574362
The Marine,2006,22165608
Keanu,2016,20566327
Country Strong,2010,20529194
Disturbing Behavior,1998,17507368
The Place Beyond the Pines,2013,35485608
The November Man,2014,32556119
The Hurt Locker,2008,42000000
Firestarter,1984,17080167
Killing Them Softly,2012,37930465
A Most Wanted Man,2014,31554855
U2 3D,2007,22730842
Highlander: Endgame,2000,15843608
One Day,2011,59389433
Whip It,2009,16633035
Knockaround Guys,2001,12000000
The Man with the Iron Fists,2012,15608545
Home Fries,1998,10443316
Raise Your Voice,2004,14867514
The Big Lebowski,1998,46189568
Black Snake Moan,2006,10903846
Dark Blue,2002,9237470
A Mighty Heart,2007,18928871
Whatever It Takes,2000,9902115
Boat Trip,2002,8586376
In Bruges,2008,34533783
The Rocker,2008,8762890
Post Grad,2009,6405245
Promised Land,2012,8138788
Whatever Works,2009,35097815
The In Crowd,2000,5217498
The Three Burials of Melquiades Estrada,2005,12036149
Kiss Kiss Bang Bang,2005,15785148
Idle Hands,1999,4152230
Mulholland Drive,2001,20117339
Never Let Me Go,2010,9455232
Transsiberian,2008,5926410
Funny Games,2007,7938872
Metropolis,1927,650422
District B13,2004,9584131
Things to Do in Denver When You're Dead,1995,529766
The Assassin,2015,632542
Ong Bak 2,2008,8936663
Centurion,2010,6814789
Silent Trigger,1996,76382
The Midnight Meat Train,2008,3533227
All The Queen's Men,2001,23000
The Good Night,2007,20380
Khumba,2013,27187375
Groundhog Day,1993,70906973
Magic Mike XXL,2015,122513057
Romeo + Juliet,1996,147298761
Sarah's Key,2010,17511906
Unforgiven,1992,159157447
Manderlay,2005,674918
Slumdog Millionaire,2008,377910544
Fatal Attraction,1987,320145693
Pretty Woman,1990,463000000
Crocodile Dundee II,1988,239606210
Born on the Fourth of July,1989,161001698
Cool Runnings,1993,154864401
My Bloody Valentine,2009,100734718
Stomp the Yard,2007,75511123
The Spy Who Loved Me,1977,185438673
Urban Legend,1998,72527595
White Fang,1991,34793160
The Iron Lady,2011,114956699
Poetic Justice,1993,27515786
All About the Benjamins,2002,25482931
Vampire in Brooklyn,1995,19800000
Exorcist II: The Heretic,1977,30749142
A Perfect Getaway,2009,22852638
Our Family Wedding,2010,21409028
Tea with Mussolini,1999,21001563
I Think I Love My Wife,2007,13196245
Jason X,2001,16951798
Head Over Heels,2001,10424470
Fun Size,2012,11417362
The Diving Bell and the Butterfly,2007,19777647
Little Children,2006,14821658
Gossip,2000,5108820
Catch a Fire,2006,4291965
Jefferson in Paris,1995,2474000
Mr. Turner,2014,5405500
Margaret,2011,46495
Flipped,2010,1755212
Brokeback Mountain,2005,178043761
Far from Heaven,2002,29027914
Hot Tub Time Machine 2,2015,12314651
Quills,2000,7060876
Seven Psychopaths,2012,19422261
Downfall,2004,92180910
The Sea Inside,2004,38535221
Under the Skin,2014,5380251
"Good Morning, Vietnam",1987,123922370
The Last Godfather,2010,16700000
Justin Bieber: Never Say Never,2011,98441954
Black Swan,2010,327803731
The Godfather: Part II,1974,47542841
Save the Last Dance,2001,91038276
A Nightmare on Elm Street 4: The Dream Master,1988,72500000
Miracles from Heaven,2016,77000000
"Dude, Where’s My Car?",2000,73180723
Young Guns,1988,44726644
St. Vincent,2014,54837234
About Last Night,2014,49002684
10 Things I Hate About You,1999,53478166
The Shallows,2016,119100758
The Butterfly Effect,2004,96060858
Baby Geniuses,1999,36450736
The Big Hit,1998,27007143
Child's Play 2,1990,35763605
No Good Deed,2014,53830415
The Mist,2007,57096190
Ex Machina,2015,36869414
Being John Malkovich,1999,22863596
Earth to Echo,2014,45300000
Crazy/Beautiful,2001,16929123
Letters from Iwo Jima,2006,68673228
The Astronaut Farmer,2006,11130889
Woo,1998,8026971
Room,2015,35401758
Serial Mom,1994,7820688
Dick,1999,27500000
54,1998,16757163
21 & Over,2013,48065672
"Paris, je t'aime",2006,4857367
Admission,2013,18000000
Chloe,2009,8459458
Faithful,1996,9789900
Find Me Guilty,2006,2636637
The Perks of Being a Wallflower,2012,33400000
Excessive Force,1993,1200000
Infamous,2006,1151330
The Vatican Tapes,2015,1784763
Attack the Block,2011,3964682
In the Land of Blood and Honey,2011,303877
The Call,2013,68572378
The Crocodile Hunter: Collision Course,2002,33082548
I Love You Phillip Morris,2009,10652035
Quest for Fire,1981,55260558
Antwone Fisher,2002,23367586
True Romance,1993,12281551
Glengarry Glen Ross,1992,10725228
Sorority Row,2009,27206120
Lars and the Real Girl,2007,11293663
The Boy in the Striped Pyjamas,2008,20416563
Dancer in the Dark,2000,40031879
The Funeral,1996,1227324
Solitary Man,2009,5024782
Machete,2010,31327899
Casino Jack,2010,1083683
The Land Before Time,1988,84460846
Tae Guk Gi: The Brotherhood of War,2004,15
The Perfect Game,2010,3878993
The Exorcist,1973,441306145
Jaws,1975,470654000
American Pie,1999,235483004
Ernest & Celestine,2012,8109160
The Golden Child,1986,79817939
Think Like a Man,2012,96070507
Barbershop,2002,75781642
Star Trek II: The Wrath of Khan,1982,96800000
Ace Ventura: Pet Detective,1994,107217396
WarGames,1983,79567667
Witness,1985,68706993
Act of Valor,2012,81272766
Step Up,2006,114194847
Jackie Brown,1997,39673162
Harold & Kumar Escape from Guantanamo Bay,2008,43493123
Chronicle,2012,145000000
Yentl,1983,30400000
Time Bandits,1981,42365581
Crossroads,2002,61141030
Project X,2012,100000000
Patton,1970,89800000
One Hour Photo,2002,52223306
Quarantine,2008,40855419
The Eye,2008,56309766
Johnson Family Vacation,2004,31179516
How High,2001,31155435
The Muppet Christmas Carol,1992,27281507
Frida,2002,56298474
Katy Perry: Part of Me,2012,32726956
The Fault in Our Stars,2014,307166834
Rounders,1998,22921898
Top Five,2014,25434291
Prophecy,1979,54000000
Stir of Echoes,1999,21133087
Philomena,2013,100129872
Aquamarine,2006,23006849
Paper Towns,2015,85512300
My Baby's Daddy,2004,51
Nebraska,2013,17654912
Max Keeble's Big Move,2001,17292381
Young Adult,2011,22939027
Crank,2006,42931041
Def Jam's How to Be a Player,1997,13960203
Living Out Loud,1998,12902790
Just Wright,2010,21520719
Girl with a Pearl Earring,2003,31466789
Das Boot,1981,85000000
About Time,2013,87100449
House of Flying Daggers,2004,92863945
Arbitrage,2012,35485056
Project Almanac,2015,32248241
Fortress,1992,6739141
For Your Consideration,2006,5542025
Running with Scissors,2006,6754898
From Justin to Kelly,2003,4922166
Girl 6,1996,4939939
In the Cut,2003,23
Two Lovers,2008,3148182
The Host,2006,88489643
The Great Beauty,2013,8371085
Stoker,2013,12077441
2046,2004,19271312
Ondine,2009,1644755
Brother,2000,15250000
City of Life and Death,2009,10652498
Legend of a Rabbit,2011,2570000
Space Battleship Yamato,2010,11212294
5 Days of War,2011,17479
Heaven is for Real,2014,101332962
Snatch,2000,83557872
Pet Sematary,1989,57469467
Gremlins,1984,153083102
Star Wars,1977,775398007
Dirty Grandpa,2016,94073028
Doctor Zhivago,1965,111858363
The Fighter,2010,93617009
Jackass Number Two,2006,72778712
My Cousin Vinny,1992,64088552
If I Stay,2014,78874843
Major League,1989,49797148
Phone Booth,2002,97837138
A Walk to Remember,2002,41227069
Dead Man Walking,1995,39363635
Cruel Intentions,1999,75902208
Saw VI,2009,68233629
History of the World: Part I,1981,31672907
The Secret Life of Bees,2008,38105395
Corky Romano,2001,23978402
Raising Cain,1992,37170057
F.I.S.T.,1978,11
Invaders from Mars,1986,4884663
Brooklyn,2015,62076141
Barry Lyndon,1975,20000000
Out Cold,2001,14782676
The Ladies Man,2000,13700000
Quartet,2012,59520298
Tomcats,2001,23430766
Frailty,2001,13110448
Woman in Gold,2015,61619773
Slackers,2002,6413915
What's Eating Gilbert Grape,1993,30000000
The Visual Bible: The Gospel of John,2003,4069090
The Perez Family,1995,2832826
Inside Llewyn Davis,2013,32935319
O,2001,16017403
Return to the Blue Lagoon,1991,2807854
The Molly Maguires,1970,2200000
Romance & Cigarettes,2005,2945242
Saw V,2008,113857533
Kabhi Alvida Naa Kehna,2006,17000000
An Ideal Husband,1999,18535191
2001: A Space Odyssey,1968,68700000
E.T. the Extra-Terrestrial,1982,792910554
In the Land of Women,2007,17500000
There Goes My Baby,1994,123509
For Greater Glory - The True Story of Cristiada,2012,9622846
Good Will Hunting,1997,225933435
Saw III,2006,163876815
Stripes,1981,85300000
Bring It On,2000,90449929
The Purge: Election Year,2016,118587880
She's All That,1999,103166989
Saw IV,2007,139352633
White Noise,2005,91196419
Madea's Family Reunion,2006,57231524
The Color of Money,1986,52293982
The Longest Day,1962,50100000
The Mighty Ducks,1992,50752337
The Grudge,2004,183474602
Happy Gilmore,1996,41205099
Jeepers Creepers,2001,59217789
Bill & Ted's Excellent Adventure,1989,40485039
Oliver!,1968,37402877
The Best Exotic Marigold Hotel,2011,136836156
Recess: School's Out,2001,44460850
Mad Max Beyond Thunderdome,1985,36230219
Commando,1985,57500000
The Boy,2016,64188367
Devil,2010,33583175
Friday After Next,2002,33526835
Insidious: Chapter 3,2015,104303851
The Last Dragon,1985,25754284
The Lawnmower Man,1992,32101000
Nick and Norah's Infinite Playlist,2008,32973937
Dogma,1999,30652890
Twilight Zone: The Movie,1983,29450919
Road House,1989,30050028
A Low Down Dirty Shame,1994,29392418
Swimfan,2002,34411240
Employee of the Month,2006,38368909
Can't Hardly Wait,1998,25605015
The Outsiders,1983,33697647
Pete's Dragon,2016,143695338
The Dead Zone,1983,20766616
Sinister 2,2015,52882018
Sparkle,2012,24637469
The Fourth Kind,2009,42333295
Rushmore,1998,17096053
Skyline,2010,66821036
The Second Best Exotic Marigold Hotel,2015,85978266
Mo' Better Blues,1990,16153593
Tremors,1990,48572000
Wrong Turn,2003,28650575
The Long Riders,1980,15795189
The Corruptor,1999,15156200
Mud,2013,21587700
Reno 911!: Miami,2007,20342161
My Week with Marilyn,2011,35057696
The Matador,2005,17297244
The Gift,2015,58978653
Office Space,1999,12827813
Drop Dead Gorgeous,1999,10571408
Big Eyes,2014,28883511
Very Bad Things,1998,9898412
Body Double,1984,8801940
MacGruber,2010,6110000
Movie 43,2013,32438988
Seeking a Friend for the End of the World,2012,9636289
Cedar Rapids,2011,6861102
American History X,1998,23875127
The Collection,2012,6842058
The Red Violin,1998,9495408
Bad Words,2013,7800000
"Run, Fatboy, Run",2007,33000000
Heartbeeps,1981,2154696
Black or White,2014,21571189
Rescue Dawn,2006,7177143
Danny Collins,2015,10835752
"Jeff, Who Lives at Home",2011,4417580
Romeo Is Bleeding,1993,3275585
The Limey,1999,3193102
Crash,2004,98410061
The House of Mirth,2000,5164404
The Forest,2016,40055439
Sphinx,1981,439564
While We're Young,2015,7587485
A Better Life,2011,1759252
Gun Shy,2000,1631839
The Iceman,2012,1969193
Killer Joe,2011,3665069
The Joneses,2009,7022728
My Blueberry Nights,2007,21786738
Swept Away,2002,598645
"War, Inc.",2008,1296184
Shaolin Soccer,2001,42776760
Coriolanus,2011,1072602
World's Greatest Dad,2009,295750
Welcome to the Rileys,2010,42145
Police Academy: Mission to Moscow,1994,126247
"An Alan Smithee Film: Burn, Hollywood, Burn",1998,45779
Free Style,2008,140987
Strangerland,2015,17472
Janky Promoters,2009,9069
Of Horses and Men,2013,11
Nurse 3-D,2013,10000000
Adventureland,2009,17164377
The Lost City,2005,4386236
Next Friday,2000,59827328
You Only Live Twice,1967,111584787
Amour,2012,19839492
Poltergeist III,1988,14144000
"It's a Mad, Mad, Mad, Mad World",1963,60000000
Volver,2006,85582407
Melancholia,2011,21817298
Alien,1979,104931801
The Texas Chain Saw Massacre,1974,30859000
The Runaways,2010,2995811
Fiddler on the Roof,1971,83304330
Thunderball,1965,141195658
Loose Cannons,2010,8220215
Set It Off,1996,41590886
The Best Man,1999,34573780
Child's Play,1988,44196684
Sicko,2007,24538513
The Purge: Anarchy,2014,108782847
Harold & Kumar Go to White Castle,2004,23936908
Boiler Room,2000,28780255
Trading Places,1983,90400000
Black Christmas,2006,21510851
Chasing Papi,2003,6126237
The Way of the Gun,2000,19125401
Igby Goes Down,2002,4777465
PCU,1994,4350774
Gracie,2007,2955039
Velvet Goldmine,1998,1053788
Glee: The Concert Movie,2011,18663238
Barbecue,2014,14348529
Princess Kaiulani,2010,771499
Opal Dream,2006,140666
Undiscovered,2005,1046166
Crocodile Dundee,1986,328203506
Polisse,2011,20374201
Awake,2007,14373825
The Lost Boys,1987,32222567
Crazy Heart,2009,39462438
The Rose,1979,29174648
Baggage Claim,2013,22456509
Barbarella,1968,2500000
The Namesake,2006,20138836
The DUFF,2015,43528634
Glitter,2001,5271666
Bright Star,2009,4440055
My Name Is Khan,2010,42345360
All Is Lost,2013,6108720
Limbo,1999,1997807
The Wind That Shakes the Barley,2006,22889018
Yeh Jawaani Hai Deewani,2013,46000000
Quo Vadis,1951,30000000
Repo! The Genetic Opera,2008,188126
Pulp Fiction,1994,213928762
The Muppet Movie,1979,76657000
Nightcrawler,2014,38697217
Club Dread,2004,5001655
The Sound of Music,1965,286214286
Splash,1984,69821334
Little Miss Sunshine,2006,100523181
Stand by Me,1986,52287414
28 Days Later,2002,82719885
Escape from Alcatraz,1979,43000000
Brown Sugar,2002,27362712
50/50,2011,39187783
That Awkward Moment,2014,26049082
On Her Majesty's Secret Service,1969,81974493
New Nightmare,1994,18090181
Drive Me Crazy,1999,22593409
Akeelah and the Bee,2006,18948425
Half Baked,1998,17460020
New in Town,2009,29010817
American Psycho,2000,34266564
The Good Girl,2002,16856124
Bon Cop Bad Cop,2006,12671300
The Boondock Saints II: All Saints Day,2009,10629321
Enough Said,2013,25288872
Easy A,2010,74952305
The Inkwell,1994,8880705
Shadow of the Vampire,2000,8279017
Prom,2011,10130000
Howards End,1992,25966555
Anomalisa,2015,5659286
Another Year,2010,18124262
Showdown in Little Tokyo,1991,2275557
It's Kind of a Funny Story,2010,6491240
When Did You Last See Your Father?,2007,92
Prefontaine,1997,589304
Begin Again,2013,63464861
Down in the Valley,2005,852872
Brooklyn Rules,2007,458232
Fido,2006,426224
Wild Target,2010,3453043
10th & Wolf,2006,143451
Aloft,2014,53086
Akira,1988,553171
The Death and Life of Bobby Z,2007,413454
The Rocket: The Legend of Rocket Richard,2005,2019009
Imagine Me & You,2005,2455831
Swimming Pool,2003,22441323
The Blood of Heroes,1989,882290
Driving Miss Daisy,1989,145793296
Rumble in the Bronx,1995,32392047
Thank You for Smoking,2005,24793509
Hostel: Part II,2007,35619521
An Education,2009,26096852
Shopgirl,2005,11588205
Narc,2002,12633747
Men with Brooms,2002,4245870
The Work and the Glory,2004,3347647
Extract,2009,10848783
Albert Nobbs,2011,5634828
The Wave,2008,19000000
The Neon Demon,2016,1333124
Harry Brown,2009,10329747
The Omega Code,1999,2400000
Juno,2007,231411584
Diamonds Are Forever,1971,116019547
The Godfather,1972,245066411
Flashdance,1983,92921203
